"flies","week","trt","cty"
10,3,"warrior","palopinto"
75,4,"warrior","palopinto"
75,5,"warrior","palopinto"
50,6,"warrior","palopinto"
50,7,"warrior","palopinto"
75,8,"warrior","palopinto"
100,9,"warrior","palopinto"
25,10,"warrior","palopinto"
25,11,"warrior","palopinto"
75,12,"warrior","palopinto"
50,13,"warrior","palopinto"
75,14,"warrior","palopinto"
100,15,"warrior","palopinto"
100,16,"warrior","palopinto"
200,17,"warrior","palopinto"
125,18,"warrior","palopinto"
175,19,"warrior","palopinto"
200,20,"warrior","palopinto"
20,2,"warrior","palopinto"
50,3,"warrior","palopinto"
50,4,"warrior","palopinto"
50,5,"warrior","palopinto"
50,6,"warrior","palopinto"
25,7,"warrior","palopinto"
50,8,"warrior","palopinto"
75,9,"warrior","palopinto"
25,10,"warrior","palopinto"
25,11,"warrior","palopinto"
50,12,"warrior","palopinto"
50,13,"warrior","palopinto"
100,14,"warrior","palopinto"
75,15,"warrior","palopinto"
125,16,"warrior","palopinto"
150,17,"warrior","palopinto"
150,18,"warrior","palopinto"
200,19,"warrior","palopinto"
175,20,"warrior","palopinto"
15,2,"warrior","palopinto"
15,3,"warrior","palopinto"
100,4,"warrior","palopinto"
50,5,"warrior","palopinto"
25,6,"warrior","palopinto"
75,7,"warrior","palopinto"
50,8,"warrior","palopinto"
50,9,"warrior","palopinto"
25,10,"warrior","palopinto"
50,11,"warrior","palopinto"
50,12,"warrior","palopinto"
100,13,"warrior","palopinto"
100,14,"warrior","palopinto"
75,15,"warrior","palopinto"
75,16,"warrior","palopinto"
225,17,"warrior","palopinto"
225,18,"warrior","palopinto"
200,19,"warrior","palopinto"
150,20,"warrior","palopinto"
10,2,"warrior","palopinto"
20,3,"warrior","palopinto"
75,4,"warrior","palopinto"
25,5,"warrior","palopinto"
100,6,"warrior","palopinto"
50,7,"warrior","palopinto"
50,8,"warrior","palopinto"
100,9,"warrior","palopinto"
75,10,"warrior","palopinto"
50,11,"warrior","palopinto"
50,12,"warrior","palopinto"
50,13,"warrior","palopinto"
125,14,"warrior","palopinto"
50,15,"warrior","palopinto"
75,16,"warrior","palopinto"
100,17,"warrior","palopinto"
150,18,"warrior","palopinto"
250,19,"warrior","palopinto"
200,20,"warrior","palopinto"
5,2,"warrior","palopinto"
50,3,"warrior","palopinto"
50,4,"warrior","palopinto"
75,5,"warrior","palopinto"
25,6,"warrior","palopinto"
75,7,"warrior","palopinto"
25,8,"warrior","palopinto"
25,9,"warrior","palopinto"
25,10,"warrior","palopinto"
25,11,"warrior","palopinto"
75,12,"warrior","palopinto"
75,13,"warrior","palopinto"
150,14,"warrior","palopinto"
125,15,"warrior","palopinto"
150,16,"warrior","palopinto"
150,17,"warrior","palopinto"
200,18,"warrior","palopinto"
150,19,"warrior","palopinto"
225,20,"warrior","palopinto"
20,2,"warrior","palopinto"
25,3,"warrior","palopinto"
75,4,"warrior","palopinto"
75,5,"warrior","palopinto"
50,6,"warrior","palopinto"
25,7,"warrior","palopinto"
25,8,"warrior","palopinto"
100,9,"warrior","palopinto"
75,10,"warrior","palopinto"
25,11,"warrior","palopinto"
25,12,"warrior","palopinto"
50,13,"warrior","palopinto"
50,14,"warrior","palopinto"
100,15,"warrior","palopinto"
175,16,"warrior","palopinto"
125,17,"warrior","palopinto"
200,18,"warrior","palopinto"
200,19,"warrior","palopinto"
225,20,"warrior","palopinto"
15,2,"warrior","palopinto"
10,3,"warrior","palopinto"
25,4,"warrior","palopinto"
50,5,"warrior","palopinto"
10,6,"warrior","palopinto"
50,7,"warrior","palopinto"
50,8,"warrior","palopinto"
100,9,"warrior","palopinto"
50,10,"warrior","palopinto"
25,11,"warrior","palopinto"
50,12,"warrior","palopinto"
50,13,"warrior","palopinto"
100,14,"warrior","palopinto"
100,15,"warrior","palopinto"
100,16,"warrior","palopinto"
200,17,"warrior","palopinto"
100,18,"warrior","palopinto"
200,19,"warrior","palopinto"
200,20,"warrior","palopinto"
2,2,"warrior","palopinto"
25,3,"warrior","palopinto"
50,4,"warrior","palopinto"
100,5,"warrior","palopinto"
50,6,"warrior","palopinto"
50,7,"warrior","palopinto"
50,8,"warrior","palopinto"
75,9,"warrior","palopinto"
25,10,"warrior","palopinto"
50,11,"warrior","palopinto"
75,12,"warrior","palopinto"
75,13,"warrior","palopinto"
100,14,"warrior","palopinto"
125,15,"warrior","palopinto"
100,16,"warrior","palopinto"
175,17,"warrior","palopinto"
225,18,"warrior","palopinto"
125,19,"warrior","palopinto"
150,20,"warrior","palopinto"
10,2,"warrior","palopinto"
50,3,"warrior","palopinto"
100,4,"warrior","palopinto"
75,5,"warrior","palopinto"
50,6,"warrior","palopinto"
75,7,"warrior","palopinto"
50,8,"warrior","palopinto"
125,9,"warrior","palopinto"
25,10,"warrior","palopinto"
25,11,"warrior","palopinto"
50,12,"warrior","palopinto"
25,13,"warrior","palopinto"
75,14,"warrior","palopinto"
150,15,"warrior","palopinto"
75,16,"warrior","palopinto"
175,17,"warrior","palopinto"
150,18,"warrior","palopinto"
150,19,"warrior","palopinto"
150,20,"warrior","palopinto"
0,2,"xp820","palopinto"
0,3,"xp820","palopinto"
25,4,"xp820","palopinto"
5,5,"xp820","palopinto"
10,6,"xp820","palopinto"
10,7,"xp820","palopinto"
25,8,"xp820","palopinto"
10,9,"xp820","palopinto"
20,10,"xp820","palopinto"
50,11,"xp820","palopinto"
10,12,"xp820","palopinto"
15,13,"xp820","palopinto"
25,14,"xp820","palopinto"
25,15,"xp820","palopinto"
50,16,"xp820","palopinto"
75,17,"xp820","palopinto"
25,18,"xp820","palopinto"
125,19,"xp820","palopinto"
0,2,"xp820","palopinto"
0,3,"xp820","palopinto"
5,4,"xp820","palopinto"
5,5,"xp820","palopinto"
5,6,"xp820","palopinto"
10,7,"xp820","palopinto"
10,8,"xp820","palopinto"
5,9,"xp820","palopinto"
10,10,"xp820","palopinto"
50,11,"xp820","palopinto"
10,12,"xp820","palopinto"
25,13,"xp820","palopinto"
75,14,"xp820","palopinto"
25,15,"xp820","palopinto"
25,16,"xp820","palopinto"
75,17,"xp820","palopinto"
100,18,"xp820","palopinto"
125,19,"xp820","palopinto"
0,2,"xp820","palopinto"
0,3,"xp820","palopinto"
5,4,"xp820","palopinto"
20,5,"xp820","palopinto"
10,6,"xp820","palopinto"
5,7,"xp820","palopinto"
0,8,"xp820","palopinto"
0,9,"xp820","palopinto"
25,10,"xp820","palopinto"
25,11,"xp820","palopinto"
15,12,"xp820","palopinto"
10,13,"xp820","palopinto"
50,14,"xp820","palopinto"
50,15,"xp820","palopinto"
10,16,"xp820","palopinto"
75,17,"xp820","palopinto"
125,18,"xp820","palopinto"
150,19,"xp820","palopinto"
0,2,"xp820","palopinto"
5,3,"xp820","palopinto"
0,4,"xp820","palopinto"
5,5,"xp820","palopinto"
5,6,"xp820","palopinto"
5,7,"xp820","palopinto"
10,8,"xp820","palopinto"
5,9,"xp820","palopinto"
50,10,"xp820","palopinto"
25,11,"xp820","palopinto"
15,12,"xp820","palopinto"
25,13,"xp820","palopinto"
50,14,"xp820","palopinto"
25,15,"xp820","palopinto"
20,16,"xp820","palopinto"
50,17,"xp820","palopinto"
125,18,"xp820","palopinto"
125,19,"xp820","palopinto"
0,2,"xp820","palopinto"
5,3,"xp820","palopinto"
5,4,"xp820","palopinto"
5,5,"xp820","palopinto"
10,6,"xp820","palopinto"
5,7,"xp820","palopinto"
25,8,"xp820","palopinto"
5,9,"xp820","palopinto"
10,10,"xp820","palopinto"
50,11,"xp820","palopinto"
10,12,"xp820","palopinto"
20,13,"xp820","palopinto"
25,14,"xp820","palopinto"
50,15,"xp820","palopinto"
75,16,"xp820","palopinto"
150,17,"xp820","palopinto"
150,18,"xp820","palopinto"
175,19,"xp820","palopinto"
5,2,"xp820","palopinto"
5,3,"xp820","palopinto"
25,4,"xp820","palopinto"
10,5,"xp820","palopinto"
10,6,"xp820","palopinto"
10,7,"xp820","palopinto"
10,8,"xp820","palopinto"
10,9,"xp820","palopinto"
10,10,"xp820","palopinto"
25,11,"xp820","palopinto"
25,12,"xp820","palopinto"
10,13,"xp820","palopinto"
25,14,"xp820","palopinto"
75,15,"xp820","palopinto"
75,16,"xp820","palopinto"
50,17,"xp820","palopinto"
150,18,"xp820","palopinto"
175,19,"xp820","palopinto"
0,2,"xp820","palopinto"
0,3,"xp820","palopinto"
5,4,"xp820","palopinto"
5,5,"xp820","palopinto"
0,6,"xp820","palopinto"
25,7,"xp820","palopinto"
25,8,"xp820","palopinto"
0,9,"xp820","palopinto"
140,10,"xp820","palopinto"
25,11,"xp820","palopinto"
25,12,"xp820","palopinto"
25,13,"xp820","palopinto"
100,14,"xp820","palopinto"
75,15,"xp820","palopinto"
50,16,"xp820","palopinto"
75,17,"xp820","palopinto"
125,18,"xp820","palopinto"
150,19,"xp820","palopinto"
5,2,"xp820","palopinto"
5,3,"xp820","palopinto"
5,4,"xp820","palopinto"
5,5,"xp820","palopinto"
10,6,"xp820","palopinto"
20,7,"xp820","palopinto"
10,8,"xp820","palopinto"
5,9,"xp820","palopinto"
25,10,"xp820","palopinto"
50,11,"xp820","palopinto"
25,12,"xp820","palopinto"
25,13,"xp820","palopinto"
50,14,"xp820","palopinto"
100,15,"xp820","palopinto"
100,16,"xp820","palopinto"
125,17,"xp820","palopinto"
75,18,"xp820","palopinto"
125,19,"xp820","palopinto"
0,2,"xp820","palopinto"
0,3,"xp820","palopinto"
5,4,"xp820","palopinto"
10,5,"xp820","palopinto"
20,6,"xp820","palopinto"
10,7,"xp820","palopinto"
20,8,"xp820","palopinto"
5,9,"xp820","palopinto"
25,10,"xp820","palopinto"
50,11,"xp820","palopinto"
15,12,"xp820","palopinto"
10,13,"xp820","palopinto"
50,14,"xp820","palopinto"
25,15,"xp820","palopinto"
100,16,"xp820","palopinto"
125,17,"xp820","palopinto"
100,18,"xp820","palopinto"
100,19,"xp820","palopinto"
0,2,"xp820","palopinto"
0,3,"xp820","palopinto"
0,4,"xp820","palopinto"
5,5,"xp820","palopinto"
20,6,"xp820","palopinto"
10,7,"xp820","palopinto"
50,8,"xp820","palopinto"
10,9,"xp820","palopinto"
25,10,"xp820","palopinto"
75,11,"xp820","palopinto"
10,12,"xp820","palopinto"
25,13,"xp820","palopinto"
100,14,"xp820","palopinto"
25,15,"xp820","palopinto"
75,16,"xp820","palopinto"
125,17,"xp820","palopinto"
125,18,"xp820","palopinto"
100,19,"xp820","palopinto"
100,6,"control","panola"
80,7,"control","panola"
130,8,"control","panola"
160,9,"control","panola"
180,10,"control","panola"
230,11,"control","panola"
250,12,"control","panola"
260,13,"control","panola"
260,14,"control","panola"
300,15,"control","panola"
250,16,"control","panola"
260,17,"control","panola"
235,18,"control","panola"
180,19,"control","panola"
185,20,"control","panola"
130,21,"control","panola"
60,22,"control","panola"
50,23,"control","panola"
80,6,"control","panola"
150,7,"control","panola"
150,8,"control","panola"
150,9,"control","panola"
180,10,"control","panola"
230,11,"control","panola"
260,12,"control","panola"
240,13,"control","panola"
280,14,"control","panola"
320,15,"control","panola"
260,16,"control","panola"
240,17,"control","panola"
230,18,"control","panola"
180,19,"control","panola"
165,20,"control","panola"
150,21,"control","panola"
50,22,"control","panola"
40,23,"control","panola"
70,6,"control","panola"
110,7,"control","panola"
120,8,"control","panola"
180,9,"control","panola"
190,10,"control","panola"
245,11,"control","panola"
250,12,"control","panola"
260,13,"control","panola"
290,14,"control","panola"
270,15,"control","panola"
250,16,"control","panola"
260,17,"control","panola"
240,18,"control","panola"
190,19,"control","panola"
170,20,"control","panola"
120,21,"control","panola"
40,22,"control","panola"
40,23,"control","panola"
55,6,"control","panola"
100,7,"control","panola"
140,8,"control","panola"
160,9,"control","panola"
200,10,"control","panola"
250,11,"control","panola"
235,12,"control","panola"
250,13,"control","panola"
270,14,"control","panola"
330,15,"control","panola"
235,16,"control","panola"
250,17,"control","panola"
250,18,"control","panola"
200,19,"control","panola"
180,20,"control","panola"
140,21,"control","panola"
30,22,"control","panola"
30,23,"control","panola"
75,6,"control","panola"
95,7,"control","panola"
130,8,"control","panola"
150,9,"control","panola"
170,10,"control","panola"
235,11,"control","panola"
240,12,"control","panola"
270,13,"control","panola"
260,14,"control","panola"
315,15,"control","panola"
240,16,"control","panola"
270,17,"control","panola"
230,18,"control","panola"
170,19,"control","panola"
190,20,"control","panola"
130,21,"control","panola"
50,22,"control","panola"
35,23,"control","panola"
80,6,"control","panola"
80,7,"control","panola"
140,8,"control","panola"
180,9,"control","panola"
220,10,"control","panola"
240,11,"control","panola"
260,12,"control","panola"
260,13,"control","panola"
250,14,"control","panola"
280,15,"control","panola"
260,16,"control","panola"
260,17,"control","panola"
240,18,"control","panola"
220,19,"control","panola"
175,20,"control","panola"
140,21,"control","panola"
40,22,"control","panola"
40,23,"control","panola"
65,6,"control","panola"
65,7,"control","panola"
120,8,"control","panola"
170,9,"control","panola"
210,10,"control","panola"
225,11,"control","panola"
250,12,"control","panola"
250,13,"control","panola"
300,14,"control","panola"
290,15,"control","panola"
250,16,"control","panola"
250,17,"control","panola"
215,18,"control","panola"
210,19,"control","panola"
180,20,"control","panola"
120,21,"control","panola"
50,22,"control","panola"
30,23,"control","panola"
60,6,"control","panola"
70,7,"control","panola"
130,8,"control","panola"
160,9,"control","panola"
190,10,"control","panola"
230,11,"control","panola"
250,12,"control","panola"
240,13,"control","panola"
250,14,"control","panola"
310,15,"control","panola"
250,16,"control","panola"
240,17,"control","panola"
230,18,"control","panola"
190,19,"control","panola"
160,20,"control","panola"
130,21,"control","panola"
40,22,"control","panola"
45,23,"control","panola"
70,6,"control","panola"
90,7,"control","panola"
120,8,"control","panola"
140,9,"control","panola"
220,10,"control","panola"
220,11,"control","panola"
235,12,"control","panola"
280,13,"control","panola"
260,14,"control","panola"
320,15,"control","panola"
235,16,"control","panola"
265,17,"control","panola"
220,18,"control","panola"
220,19,"control","panola"
185,20,"control","panola"
120,21,"control","panola"
50,22,"control","panola"
30,23,"control","panola"
60,6,"control","panola"
80,7,"control","panola"
110,8,"control","panola"
150,9,"control","panola"
205,10,"control","panola"
235,11,"control","panola"
240,12,"control","panola"
260,13,"control","panola"
290,14,"control","panola"
300,15,"control","panola"
240,16,"control","panola"
260,17,"control","panola"
200,18,"control","panola"
205,19,"control","panola"
175,20,"control","panola"
110,21,"control","panola"
30,22,"control","panola"
40,23,"control","panola"
0,6,"python","panola"
0,7,"python","panola"
0,8,"python","panola"
0,9,"python","panola"
5,10,"python","panola"
15,11,"python","panola"
10,12,"python","panola"
30,13,"python","panola"
40,14,"python","panola"
40,15,"python","panola"
60,16,"python","panola"
70,17,"python","panola"
90,18,"python","panola"
100,19,"python","panola"
120,20,"python","panola"
135,21,"python","panola"
0,6,"python","panola"
0,7,"python","panola"
0,8,"python","panola"
0,9,"python","panola"
10,10,"python","panola"
20,11,"python","panola"
15,12,"python","panola"
30,13,"python","panola"
30,14,"python","panola"
55,15,"python","panola"
50,16,"python","panola"
80,17,"python","panola"
80,18,"python","panola"
110,19,"python","panola"
130,20,"python","panola"
155,21,"python","panola"
0,6,"python","panola"
0,7,"python","panola"
0,8,"python","panola"
5,9,"python","panola"
0,10,"python","panola"
20,11,"python","panola"
10,12,"python","panola"
20,13,"python","panola"
50,14,"python","panola"
